transaction_id,transaction_date,transaction_time,store_id,store_location,product_id,product_category,product_type,product_detail,unit_price,quantity,total_amount,payment_method,customer_id
1803,2025-03-12,15:23:42,5,Lakeside Plaza,108,Coffee,Cold Brew,Cold Brew - Large,4.45,1,4.45,Cash,1320
1804,2025-03-12,07:35:34,3,Uptown,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,2,25.0,Mobile Pay,1275
1805,2025-03-12,13:15:15,1,Downtown,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,1,2.1,Cash,1378
1806,2025-03-12,15:29:11,2,Riverside Mall,108,Coffee,Cold Brew,Cold Brew - Large,4.45,1,4.45,Credit Card,1311
1807,2025-03-12,15:46:53,3,Uptown,103,Coffee,Espresso,Espresso Shot,2.2,3,6.6,Credit Card,1067
1808,2025-03-12,09:37:48,1,Downtown,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,1,3.95,Cash,1237
1809,2025-03-12,16:04:12,1,Downtown,111,Tea,Chai,Chai Latte - Regular,3.85,1,3.85,Cash,1226
1810,2025-03-12,13:13:38,2,Riverside Mall,104,Coffee,Latte,Latte - Regular,3.75,1,3.75,Cash,1291
1811,2025-03-12,15:28:49,4,Airport Terminal 2,104,Coffee,Latte,Latte - Regular,3.75,2,7.5,Mobile Pay,1301
1812,2025-03-12,19:16:48,5,Lakeside Plaza,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,1,2.1,Credit Card,1138
1813,2025-03-12,13:32:18,2,Riverside Mall,111,Tea,Chai,Chai Latte - Regular,3.85,4,15.4,Credit Card,1153
1814,2025-03-12,10:43:35,5,Lakeside Plaza,108,Coffee,Cold Brew,Cold Brew - Large,4.45,1,4.45,Credit Card,1320
1815,2025-03-12,06:57:32,2,Riverside Mall,116,Pastry,Scone,Cranberry Scone,2.95,1,2.95,Cash,1083
1816,2025-03-12,07:55:28,4,Airport Terminal 2,110,Tea,Brewed Tea,Earl Grey,2.75,1,2.75,Credit Card,1351
1817,2025-03-12,15:48:14,2,Riverside Mall,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,1,3.95,Credit Card,1256
1818,2025-03-12,08:19:59,5,Lakeside Plaza,116,Pastry,Scone,Cranberry Scone,2.95,2,5.9,Credit Card,1292
1819,2025-03-12,08:25:50,3,Uptown,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,1,3.65,Credit Card,1080
1820,2025-03-12,18:30:41,2,Riverside Mall,111,Tea,Chai,Chai Latte - Regular,3.85,1,3.85,Mobile Pay,1213
1821,2025-03-12,18:30:59,3,Uptown,108,Coffee,Cold Brew,Cold Brew - Large,4.45,3,13.35,Credit Card,1155
1822,2025-03-12,15:53:47,3,Uptown,111,Tea,Chai,Chai Latte - Regular,3.85,1,3.85,Credit Card,1157
1823,2025-03-12,06:25:03,4,Airport Terminal 2,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,4,13.6,Credit Card,1181
1824,2025-03-13,06:45:12,4,Airport Terminal 2,109,Tea,Brewed Tea,Green Tea,2.75,1,2.75,Credit Card,1366
1825,2025-03-13,10:50:24,3,Uptown,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,1,2.5,Credit Card,1286
1826,2025-03-13,12:17:06,2,Riverside Mall,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,1,12.5,Credit Card,1082
1827,2025-03-13,18:02:49,4,Airport Terminal 2,116,Pastry,Scone,Cranberry Scone,2.95,2,5.9,Mobile Pay,1352
1828,2025-03-13,09:38:37,4,Airport Terminal 2,108,Coffee,Cold Brew,Cold Brew - Large,4.45,1,4.45,Cash,1051
1829,2025-03-13,13:28:59,3,Uptown,109,Tea,Brewed Tea,Green Tea,2.75,1,2.75,Cash,1241
1830,2025-03-13,19:46:26,1,Downtown,111,Tea,Chai,Chai Latte - Regular,3.85,2,7.7,Cash,1447
1831,2025-03-13,13:28:15,3,Uptown,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,1,3.95,Mobile Pay,1279
1832,2025-03-13,13:18:44,3,Uptown,118,Merchandise,Mug,Branded Ceramic Mug,9.99,1,9.99,Mobile Pay,1395
1833,2025-03-13,17:28:47,3,Uptown,112,Bakery,Croissant,Butter Croissant,3.25,3,9.75,Credit Card,1094
1834,2025-03-13,11:12:43,2,Riverside Mall,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,4,8.4,Credit Card,1132
1835,2025-03-13,08:26:27,1,Downtown,105,Coffee,Latte,Latte - Large,4.25,1,4.25,Mobile Pay,1249
1836,2025-03-13,17:32:23,5,Lakeside Plaza,102,Coffee,Brewed Coffee,Brewed Coffee - Large,2.95,1,2.95,Mobile Pay,1223
1837,2025-03-13,16:31:18,5,Lakeside Plaza,111,Tea,Chai,Chai Latte - Regular,3.85,1,3.85,Cash,1324
1838,2025-03-13,19:49:07,1,Downtown,103,Coffee,Espresso,Espresso Shot,2.2,1,2.2,Credit Card,1408
1839,2025-03-13,14:12:48,1,Downtown,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,1,2.1,Credit Card,1350
1840,2025-03-13,12:56:47,3,Uptown,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,1,2.1,Cash,1169
1841,2025-03-13,12:49:44,5,Lakeside Plaza,111,Tea,Chai,Chai Latte - Regular,3.85,2,7.7,Mobile Pay,1221
1842,2025-03-13,06:53:24,4,Airport Terminal 2,110,Tea,Brewed Tea,Earl Grey,2.75,1,2.75,Credit Card,1115
1843,2025-03-13,16:37:43,2,Riverside Mall,109,Tea,Brewed Tea,Green Tea,2.75,2,5.5,Credit Card,1272
1844,2025-03-14,17:45:55,2,Riverside Mall,112,Bakery,Croissant,Butter Croissant,3.25,1,3.25,Mobile Pay,1096
1845,2025-03-14,08:01:34,2,Riverside Mall,110,Tea,Brewed Tea,Earl Grey,2.75,2,5.5,Cash,1432
1846,2025-03-14,10:04:20,2,Riverside Mall,118,Merchandise,Mug,Branded Ceramic Mug,9.99,3,29.97,Credit Card,1117
1847,2025-03-14,08:17:14,2,Riverside Mall,110,Tea,Brewed Tea,Earl Grey,2.75,3,8.25,Mobile Pay,1111
1848,2025-03-14,17:28:07,1,Downtown,105,Coffee,Latte,Latte - Large,4.25,2,8.5,Cash,1192
1849,2025-03-14,07:28:25,2,Riverside Mall,113,Bakery,Muffin,Blueberry Muffin,3.1,1,3.1,Credit Card,1394
1850,2025-03-14,18:32:58,1,Downtown,103,Coffee,Espresso,Espresso Shot,2.2,1,2.2,Cash,1264
1851,2025-03-14,18:47:38,2,Riverside Mall,104,Coffee,Latte,Latte - Regular,3.75,1,3.75,Credit Card,1162
1852,2025-03-14,16:23:30,2,Riverside Mall,103,Coffee,Espresso,Espresso Shot,2.2,1,2.2,Mobile Pay,1057
1853,2025-03-14,11:26:25,1,Downtown,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,4,10.0,Credit Card,1051
1854,2025-03-14,12:54:41,3,Uptown,103,Coffee,Espresso,Espresso Shot,2.2,1,2.2,Cash,1359
1855,2025-03-14,06:17:46,4,Airport Terminal 2,116,Pastry,Scone,Cranberry Scone,2.95,2,5.9,Cash,1165
1856,2025-03-14,13:08:33,2,Riverside Mall,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,1,3.65,Credit Card,1355
1857,2025-03-14,14:13:55,1,Downtown,102,Coffee,Brewed Coffee,Brewed Coffee - Large,2.95,2,5.9,Credit Card,1150
1858,2025-03-14,12:11:59,4,Airport Terminal 2,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,1,3.65,Credit Card,1077
1859,2025-03-14,17:07:50,2,Riverside Mall,112,Bakery,Croissant,Butter Croissant,3.25,1,3.25,Credit Card,1254
1860,2025-03-14,17:16:39,4,Airport Terminal 2,112,Bakery,Croissant,Butter Croissant,3.25,1,3.25,Cash,1401
1861,2025-03-14,07:55:09,1,Downtown,116,Pastry,Scone,Cranberry Scone,2.95,3,8.85,Credit Card,1023
1862,2025-03-14,08:06:00,5,Lakeside Plaza,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,1,12.5,Cash,1114
1863,2025-03-14,18:29:26,1,Downtown,104,Coffee,Latte,Latte - Regular,3.75,3,11.25,Credit Card,1274
1864,2025-03-14,10:30:57,5,Lakeside Plaza,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,3,7.5,Credit Card,1065
1865,2025-03-14,18:42:45,5,Lakeside Plaza,112,Bakery,Croissant,Butter Croissant,3.25,1,3.25,Credit Card,1252
1866,2025-03-14,08:32:08,5,Lakeside Plaza,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,2,7.9,Credit Card,1073
1867,2025-03-14,15:18:56,1,Downtown,104,Coffee,Latte,Latte - Regular,3.75,2,7.5,Credit Card,1127
1868,2025-03-14,10:29:42,2,Riverside Mall,110,Tea,Brewed Tea,Earl Grey,2.75,1,2.75,Credit Card,1264
1869,2025-03-14,10:23:42,3,Uptown,105,Coffee,Latte,Latte - Large,4.25,1,4.25,Mobile Pay,1377
1870,2025-03-14,14:50:12,1,Downtown,113,Bakery,Muffin,Blueberry Muffin,3.1,4,12.4,Cash,1007
1871,2025-03-14,08:20:00,1,Downtown,108,Coffee,Cold Brew,Cold Brew - Large,4.45,1,4.45,Mobile Pay,1247
1872,2025-03-15,12:13:29,5,Lakeside Plaza,113,Bakery,Muffin,Blueberry Muffin,3.1,2,6.2,Credit Card,1279
1873,2025-03-15,17:21:57,3,Uptown,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,1,12.5,Mobile Pay,1174
1874,2025-03-15,12:06:42,4,Airport Terminal 2,118,Merchandise,Mug,Branded Ceramic Mug,9.99,3,29.97,Credit Card,1390
1875,2025-03-15,12:01:34,1,Downtown,112,Bakery,Croissant,Butter Croissant,3.25,1,3.25,Mobile Pay,1116
1876,2025-03-15,13:18:08,1,Downtown,104,Coffee,Latte,Latte - Regular,3.75,3,11.25,Credit Card,1157
1877,2025-03-15,18:32:11,5,Lakeside Plaza,103,Coffee,Espresso,Espresso Shot,2.2,1,2.2,Cash,1261
1878,2025-03-15,08:47:22,2,Riverside Mall,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,1,2.5,Cash,1399
1879,2025-03-15,07:34:23,5,Lakeside Plaza,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,1,12.5,Mobile Pay,1355
1880,2025-03-15,11:06:43,5,Lakeside Plaza,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,1,3.65,Mobile Pay,1324
1881,2025-03-15,13:39:27,2,Riverside Mall,105,Coffee,Latte,Latte - Large,4.25,3,12.75,Cash,1142
1882,2025-03-15,11:33:26,4,Airport Terminal 2,110,Tea,Brewed Tea,Earl Grey,2.75,3,8.25,Credit Card,1239
1883,2025-03-15,07:45:35,3,Uptown,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,2,5.0,Mobile Pay,1106
1884,2025-03-15,07:26:08,5,Lakeside Plaza,103,Coffee,Espresso,Espresso Shot,2.2,1,2.2,Cash,1421
1885,2025-03-15,16:41:26,2,Riverside Mall,113,Bakery,Muffin,Blueberry Muffin,3.1,1,3.1,Credit Card,1099
1886,2025-03-15,09:17:08,3,Uptown,103,Coffee,Espresso,Espresso Shot,2.2,3,6.6,Credit Card,1063
1887,2025-03-15,08:09:43,5,Lakeside Plaza,105,Coffee,Latte,Latte - Large,4.25,1,4.25,Cash,1167
1888,2025-03-15,10:06:49,1,Downtown,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,2,25.0,Credit Card,1241
1889,2025-03-15,16:34:47,4,Airport Terminal 2,110,Tea,Brewed Tea,Earl Grey,2.75,2,5.5,Cash,1078
1890,2025-03-15,18:02:24,3,Uptown,109,Tea,Brewed Tea,Green Tea,2.75,2,5.5,Cash,1130
1891,2025-03-15,14:56:45,4,Airport Terminal 2,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,2,6.8,Credit Card,1406
1892,2025-03-15,13:05:46,3,Uptown,108,Coffee,Cold Brew,Cold Brew - Large,4.45,2,8.9,Mobile Pay,1306
1893,2025-03-16,12:40:06,4,Airport Terminal 2,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,3,10.2,Mobile Pay,1143
1894,2025-03-16,14:21:26,3,Uptown,109,Tea,Brewed Tea,Green Tea,2.75,2,5.5,Mobile Pay,1128
1895,2025-03-16,08:51:31,1,Downtown,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,1,2.5,Credit Card,1253
1896,2025-03-16,08:49:52,4,Airport Terminal 2,109,Tea,Brewed Tea,Green Tea,2.75,2,5.5,Credit Card,1287
1897,2025-03-16,14:55:59,5,Lakeside Plaza,113,Bakery,Muffin,Blueberry Muffin,3.1,2,6.2,Credit Card,1021
1898,2025-03-16,14:07:48,5,Lakeside Plaza,104,Coffee,Latte,Latte - Regular,3.75,1,3.75,Credit Card,1297
1899,2025-03-16,16:45:47,5,Lakeside Plaza,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,1,3.4,Mobile Pay,1331
1900,2025-03-16,07:25:52,4,Airport Terminal 2,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,2,25.0,Mobile Pay,1381
1901,2025-03-16,13:01:40,1,Downtown,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,3,11.85,Credit Card,1050
1902,2025-03-16,15:54:57,4,Airport Terminal 2,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,1,2.5,Credit Card,1419
1903,2025-03-16,09:50:03,3,Uptown,108,Coffee,Cold Brew,Cold Brew - Large,4.45,1,4.45,Mobile Pay,1357
1904,2025-03-16,08:49:55,3,Uptown,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,1,3.65,Credit Card,1164
1905,2025-03-16,16:54:05,3,Uptown,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,1,3.65,Credit Card,1315
1906,2025-03-16,16:06:58,2,Riverside Mall,111,Tea,Chai,Chai Latte - Regular,3.85,2,7.7,Credit Card,1327
1907,2025-03-16,14:48:24,5,Lakeside Plaza,116,Pastry,Scone,Cranberry Scone,2.95,1,2.95,Credit Card,1438
1908,2025-03-16,16:57:23,3,Uptown,111,Tea,Chai,Chai Latte - Regular,3.85,2,7.7,Credit Card,1086
1909,2025-03-16,14:58:32,1,Downtown,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,2,7.9,Credit Card,1286
1910,2025-03-16,08:39:44,5,Lakeside Plaza,118,Merchandise,Mug,Branded Ceramic Mug,9.99,1,9.99,Cash,1047
1911,2025-03-16,16:09:45,5,Lakeside Plaza,113,Bakery,Muffin,Blueberry Muffin,3.1,1,3.1,Credit Card,1181
1912,2025-03-16,16:47:52,4,Airport Terminal 2,104,Coffee,Latte,Latte - Regular,3.75,3,11.25,Credit Card,1408
1913,2025-03-16,10:14:28,5,Lakeside Plaza,103,Coffee,Espresso,Espresso Shot,2.2,2,4.4,Credit Card,1125
1914,2025-03-17,13:53:44,3,Uptown,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,4,10.0,Mobile Pay,1125
1915,2025-03-17,08:18:15,4,Airport Terminal 2,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,4,15.8,Credit Card,1439
1916,2025-03-17,13:36:12,4,Airport Terminal 2,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,1,3.4,Credit Card,1434
1917,2025-03-17,15:45:50,4,Airport Terminal 2,113,Bakery,Muffin,Blueberry Muffin,3.1,4,12.4,Mobile Pay,1411
1918,2025-03-17,11:59:59,4,Airport Terminal 2,112,Bakery,Croissant,Butter Croissant,3.25,1,3.25,Credit Card,1276
1919,2025-03-17,16:44:15,2,Riverside Mall,111,Tea,Chai,Chai Latte - Regular,3.85,2,7.7,Cash,1296
1920,2025-03-17,13:06:51,5,Lakeside Plaza,116,Pastry,Scone,Cranberry Scone,2.95,2,5.9,Credit Card,1116
1921,2025-03-17,12:36:53,5,Lakeside Plaza,108,Coffee,Cold Brew,Cold Brew - Large,4.45,1,4.45,Credit Card,1316
1922,2025-03-17,07:10:01,5,Lakeside Plaza,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,1,3.4,Credit Card,1286
1923,2025-03-17,16:09:04,3,Uptown,116,Pastry,Scone,Cranberry Scone,2.95,2,5.9,Mobile Pay,1033
1924,2025-03-17,18:46:01,3,Uptown,109,Tea,Brewed Tea,Green Tea,2.75,2,5.5,Credit Card,1251
1925,2025-03-17,09:28:19,2,Riverside Mall,113,Bakery,Muffin,Blueberry Muffin,3.1,1,3.1,Credit Card,1345
1926,2025-03-17,18:09:49,2,Riverside Mall,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,1,12.5,Credit Card,1348
1927,2025-03-17,15:22:37,1,Downtown,102,Coffee,Brewed Coffee,Brewed Coffee - Large,2.95,1,2.95,Credit Card,1036
1928,2025-03-17,15:46:12,5,Lakeside Plaza,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,1,3.4,Mobile Pay,1307
1929,2025-03-17,07:59:31,2,Riverside Mall,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,2,7.3,Cash,1169
1930,2025-03-17,16:24:44,4,Airport Terminal 2,113,Bakery,Muffin,Blueberry Muffin,3.1,1,3.1,Credit Card,1433
1931,2025-03-17,10:45:27,1,Downtown,110,Tea,Brewed Tea,Earl Grey,2.75,3,8.25,Cash,1255
1932,2025-03-17,08:22:41,3,Uptown,113,Bakery,Muffin,Blueberry Muffin,3.1,2,6.2,Credit Card,1173
1933,2025-03-17,09:56:38,1,Downtown,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,1,12.5,Cash,1285
1934,2025-03-17,08:33:00,3,Uptown,104,Coffee,Latte,Latte - Regular,3.75,1,3.75,Credit Card,1196
1935,2025-03-17,16:11:12,5,Lakeside Plaza,112,Bakery,Croissant,Butter Croissant,3.25,2,6.5,Cash,1255
1936,2025-03-17,07:43:58,2,Riverside Mall,112,Bakery,Croissant,Butter Croissant,3.25,1,3.25,Credit Card,1191
1937,2025-03-17,13:52:52,4,Airport Terminal 2,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,1,3.65,Cash,1318
1938,2025-03-17,16:19:59,5,Lakeside Plaza,104,Coffee,Latte,Latte - Regular,3.75,1,3.75,Credit Card,1178
1939,2025-03-17,08:06:31,5,Lakeside Plaza,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,1,12.5,Mobile Pay,1079
1940,2025-03-17,18:35:53,3,Uptown,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,1,2.1,Mobile Pay,1229
1941,2025-03-17,10:23:09,5,Lakeside Plaza,103,Coffee,Espresso,Espresso Shot,2.2,1,2.2,Credit Card,1418
1942,2025-03-18,11:58:58,4,Airport Terminal 2,102,Coffee,Brewed Coffee,Brewed Coffee - Large,2.95,1,2.95,Mobile Pay,1431
1943,2025-03-18,16:05:42,5,Lakeside Plaza,104,Coffee,Latte,Latte - Regular,3.75,2,7.5,Credit Card,1269
1944,2025-03-18,11:34:41,5,Lakeside Plaza,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,1,12.5,Cash,1164
1945,2025-03-18,18:27:25,2,Riverside Mall,110,Tea,Brewed Tea,Earl Grey,2.75,1,2.75,Credit Card,1042
1946,2025-03-18,10:30:39,4,Airport Terminal 2,104,Coffee,Latte,Latte - Regular,3.75,1,3.75,Mobile Pay,1254
1947,2025-03-18,13:02:12,3,Uptown,102,Coffee,Brewed Coffee,Brewed Coffee - Large,2.95,3,8.85,Mobile Pay,1157
1948,2025-03-18,08:20:47,5,Lakeside Plaza,118,Merchandise,Mug,Branded Ceramic Mug,9.99,1,9.99,Cash,1014
1949,2025-03-18,08:34:03,3,Uptown,113,Bakery,Muffin,Blueberry Muffin,3.1,2,6.2,Mobile Pay,1350
1950,2025-03-18,16:32:23,5,Lakeside Plaza,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,2,25.0,Mobile Pay,1022
1951,2025-03-18,18:57:14,1,Downtown,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,2,4.2,Credit Card,1037
1952,2025-03-18,13:39:00,4,Airport Terminal 2,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,1,3.95,Credit Card,1195
1953,2025-03-18,06:15:42,1,Downtown,110,Tea,Brewed Tea,Earl Grey,2.75,2,5.5,Credit Card,1425
1954,2025-03-18,16:23:58,2,Riverside Mall,113,Bakery,Muffin,Blueberry Muffin,3.1,2,6.2,Cash,1022
1955,2025-03-18,14:16:56,5,Lakeside Plaza,108,Coffee,Cold Brew,Cold Brew - Large,4.45,3,13.35,Credit Card,1348
1956,2025-03-18,18:41:47,3,Uptown,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,3,11.85,Credit Card,1209
1957,2025-03-18,11:53:57,4,Airport Terminal 2,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,1,3.4,Credit Card,1398
1958,2025-03-18,14:25:02,5,Lakeside Plaza,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,2,5.0,Cash,1229
1959,2025-03-18,14:07:10,2,Riverside Mall,103,Coffee,Espresso,Espresso Shot,2.2,3,6.6,Cash,1250
1960,2025-03-18,08:47:16,5,Lakeside Plaza,111,Tea,Chai,Chai Latte - Regular,3.85,4,15.4,Mobile Pay,1366
1961,2025-03-18,13:18:54,4,Airport Terminal 2,110,Tea,Brewed Tea,Earl Grey,2.75,1,2.75,Mobile Pay,1055
1962,2025-03-18,18:35:54,4,Airport Terminal 2,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,1,3.95,Credit Card,1065
1963,2025-03-18,12:07:14,1,Downtown,116,Pastry,Scone,Cranberry Scone,2.95,1,2.95,Cash,1198
1964,2025-03-18,12:23:28,1,Downtown,108,Coffee,Cold Brew,Cold Brew - Large,4.45,2,8.9,Credit Card,1226
1965,2025-03-18,15:12:49,1,Downtown,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,1,12.5,Cash,1162
1966,2025-03-18,10:16:58,1,Downtown,105,Coffee,Latte,Latte - Large,4.25,1,4.25,Credit Card,1236
1967,2025-03-18,11:18:32,1,Downtown,113,Bakery,Muffin,Blueberry Muffin,3.1,1,3.1,Credit Card,1094
1968,2025-03-18,06:28:04,3,Uptown,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,2,4.2,Credit Card,1308
1969,2025-03-18,08:20:03,5,Lakeside Plaza,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,1,3.65,Credit Card,1033
1970,2025-03-18,14:10:46,5,Lakeside Plaza,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,3,7.5,Cash,1189
1971,2025-03-18,06:00:36,1,Downtown,108,Coffee,Cold Brew,Cold Brew - Large,4.45,1,4.45,Mobile Pay,1198
1972,2025-03-19,13:04:01,2,Riverside Mall,102,Coffee,Brewed Coffee,Brewed Coffee - Large,2.95,2,5.9,Mobile Pay,1243
1973,2025-03-19,15:24:28,4,Airport Terminal 2,110,Tea,Brewed Tea,Earl Grey,2.75,3,8.25,Credit Card,1121
1974,2025-03-19,10:40:29,5,Lakeside Plaza,109,Tea,Brewed Tea,Green Tea,2.75,1,2.75,Credit Card,1078
1975,2025-03-19,08:40:46,3,Uptown,108,Coffee,Cold Brew,Cold Brew - Large,4.45,1,4.45,Mobile Pay,1198
1976,2025-03-19,15:27:51,2,Riverside Mall,112,Bakery,Croissant,Butter Croissant,3.25,1,3.25,Credit Card,1021
1977,2025-03-19,19:08:53,5,Lakeside Plaza,108,Coffee,Cold Brew,Cold Brew - Large,4.45,2,8.9,Mobile Pay,1106
1978,2025-03-19,12:28:28,4,Airport Terminal 2,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,4,13.6,Credit Card,1237
1979,2025-03-19,08:33:13,3,Uptown,113,Bakery,Muffin,Blueberry Muffin,3.1,1,3.1,Cash,1364
1980,2025-03-19,17:35:55,2,Riverside Mall,112,Bakery,Croissant,Butter Croissant,3.25,2,6.5,Credit Card,1209
1981,2025-03-19,11:30:06,3,Uptown,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,1,3.95,Credit Card,1231
1982,2025-03-19,07:13:21,5,Lakeside Plaza,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,1,3.4,Credit Card,1080
1983,2025-03-19,08:28:01,5,Lakeside Plaza,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,2,6.8,Credit Card,1197
1984,2025-03-19,19:43:36,2,Riverside Mall,109,Tea,Brewed Tea,Green Tea,2.75,2,5.5,Credit Card,1328
1985,2025-03-19,11:29:15,2,Riverside Mall,105,Coffee,Latte,Latte - Large,4.25,3,12.75,Mobile Pay,1066
1986,2025-03-19,14:48:39,4,Airport Terminal 2,111,Tea,Chai,Chai Latte - Regular,3.85,1,3.85,Mobile Pay,1321
1987,2025-03-19,07:00:58,1,Downtown,103,Coffee,Espresso,Espresso Shot,2.2,3,6.6,Credit Card,1027
1988,2025-03-19,18:22:12,1,Downtown,111,Tea,Chai,Chai Latte - Regular,3.85,2,7.7,Credit Card,1109
1989,2025-03-19,14:20:37,1,Downtown,112,Bakery,Croissant,Butter Croissant,3.25,3,9.75,Credit Card,1228
1990,2025-03-19,10:51:35,2,Riverside Mall,110,Tea,Brewed Tea,Earl Grey,2.75,1,2.75,Cash,1077
1991,2025-03-20,08:35:40,5,Lakeside Plaza,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,1,3.4,Credit Card,1143
1992,2025-03-20,14:09:58,2,Riverside Mall,104,Coffee,Latte,Latte - Regular,3.75,1,3.75,Cash,1386
1993,2025-03-20,11:10:49,4,Airport Terminal 2,116,Pastry,Scone,Cranberry Scone,2.95,1,2.95,Mobile Pay,1352
1994,2025-03-20,14:11:28,3,Uptown,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,3,6.3,Mobile Pay,1251
1995,2025-03-20,17:05:56,5,Lakeside Plaza,112,Bakery,Croissant,Butter Croissant,3.25,1,3.25,Cash,1090
1996,2025-03-20,17:07:59,3,Uptown,113,Bakery,Muffin,Blueberry Muffin,3.1,2,6.2,Cash,1342
1997,2025-03-20,15:50:05,3,Uptown,110,Tea,Brewed Tea,Earl Grey,2.75,1,2.75,Credit Card,1409
1998,2025-03-20,19:23:54,5,Lakeside Plaza,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,1,3.4,Credit Card,1262
1999,2025-03-20,13:57:10,5,Lakeside Plaza,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,1,2.5,Credit Card,1122
2000,2025-03-20,19:21:02,3,Uptown,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,1,2.1,Credit Card,1388
2001,2025-03-20,13:08:55,1,Downtown,111,Tea,Chai,Chai Latte - Regular,3.85,4,15.4,Cash,1319
2002,2025-03-20,10:12:57,5,Lakeside Plaza,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,1,2.5,Cash,1198
2003,2025-03-20,10:51:32,3,Uptown,113,Bakery,Muffin,Blueberry Muffin,3.1,3,9.3,Credit Card,1401
2004,2025-03-20,18:46:16,3,Uptown,105,Coffee,Latte,Latte - Large,4.25,1,4.25,Credit Card,1250
2005,2025-03-20,17:05:51,1,Downtown,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,2,4.2,Mobile Pay,1163
2006,2025-03-20,16:51:48,1,Downtown,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,1,2.5,Cash,1038
2007,2025-03-20,14:15:49,1,Downtown,105,Coffee,Latte,Latte - Large,4.25,1,4.25,Cash,1038
